text;favorited;favoriteCount;replyToSN;created;truncated;replyToSID;id;replyToUID;statusSource;screenName;retweetCount;isRetweet;retweeted;longitude;latitude
RT @OnTheLido: The @FIPRESCI award for Orizzonti or Critic's Week goes to THE WASTELAND. 
#Venezia77;FALSE;0;;2020-09-11 20:44:15;FALSE;;1304521159799701505;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Diezmartinez;11;TRUE;FALSE;;
RT @OnTheLido: The @FIPRESCI Prize for competition goes to THE DISCIPLE!
#Venezia77;FALSE;0;;2020-09-11 20:43:09;FALSE;;1304520882597945344;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Eralvy;63;TRUE;FALSE;;
Just popped to #venicefilmfestival  #venezia77 #redcarpet #venicevrexpanded with thanks to Liz Rosenthal and… https://t.co/GTrmO5vUuV;FALSE;4;;2020-09-11 20:36:49;TRUE;;1304519285180493829;;<a href="http://www.linkedin.com/" rel="nofollow">LinkedIn</a>;bramblemediauk;0;FALSE;FALSE;;
RT @JonathanRomney: Catching some afternoon kip now as I'm seeing Frederick Wiseman's 275-minute CITY HALL. He's 90, I'm... er, slightly yo…;FALSE;0;;2020-09-11 20:36:38;FALSE;;1304519240804970500;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;morandi_andrea;1;TRUE;FALSE;;
"It is a thanksgiving. To regard all the things you've seen and felt and thought as worth the high cost of experien… https://t.co/ThveDLkq6g;FALSE;0;;2020-09-11 20:34:50;TRUE;;1304518788499546112;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;elbloc_cine;0;FALSE;FALSE;;
RT @nomadlandfilm: see you down the road. 
#Nomadland, a film by Chloé Zhao starring Frances McDormand.
In theaters December 4.
#Venezia77…;FALSE;0;;2020-09-11 20:29:31;FALSE;;1304517448218087424;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;__Grav;573;TRUE;FALSE;;
RT @Cinelais: We gave Chaitanya Tamhane's THE DISCIPLE the @FIPRESCI International Critics Prize, something I've been wanting to do since w…;FALSE;0;;2020-09-11 20:29:25;FALSE;;1304517425883475973;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;aachinjain;162;TRUE;FALSE;;
RT @OnTheLido: Mona Fastvold receives the @QueerLion for THE WORLD TO COME.
#Venezia77 https://t.co/NjDfr72TKW;FALSE;0;;2020-09-11 20:28:11;FALSE;;1304517115727273986;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;fzzztsimmons;8;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 @Naian_GN: “It was really interesting and challenging to play in #NuevoOrden. The tone with…;FALSE;0;;2020-09-11 20:25:57;FALSE;;1304516551647748096;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Mary44032450;14;TRUE;FALSE;;
RT @askyfullofCate: That's all I could do.
#CateBlanchett 
#Venezia77 https://t.co/y2ssBHUCOg;FALSE;0;;2020-09-11 20:24:06;FALSE;;1304516088160493568;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Bheng72484176;33;TRUE;FALSE;;
RT @Khandekar_du: “The Disciple” by Chaitanya Tamhane - #TIFF20 / #Venezia77 https://t.co/k4Nb446uF0 via;FALSE;0;;2020-09-11 20:22:15;FALSE;;1304515622437490688;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;VivekSrkian33;1;TRUE;FALSE;;
RT @robbiereviews: It’s the penultimate night of Venice 2020 and Chloé Zhao has just blown the roof off the Palazzo del Cinema with her out…;FALSE;0;;2020-09-11 20:18:31;FALSE;;1304514679767695366;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Kenny_DiazPR;9;TRUE;FALSE;;
RT @nomadlandfilm: see you down the road. 
#Nomadland, a film by Chloé Zhao starring Frances McDormand.
In theaters December 4.
#Venezia77…;FALSE;0;;2020-09-11 20:18:30;FALSE;;1304514675615424513;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;whovian45810;573;TRUE;FALSE;;
RT @robbiereviews: It’s the penultimate night of Venice 2020 and Chloé Zhao has just blown the roof off the Palazzo del Cinema with her out…;FALSE;0;;2020-09-11 20:13:38;FALSE;;1304513450794573824;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;skinnypunch;9;TRUE;FALSE;;
RT @robbiereviews: It’s the penultimate night of Venice 2020 and Chloé Zhao has just blown the roof off the Palazzo del Cinema with her out…;FALSE;0;;2020-09-11 20:13:36;FALSE;;1304513445866483717;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Prxscillaidk;9;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 Tomorrow's live broadcast of the Awards Ceremony (Saturday 12 September, 7 pm, Sala Darsena…;FALSE;0;;2020-09-11 10:14:03;FALSE;;1304362561391833088;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;seisosan;17;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 Tomorrow's live broadcast of the Awards Ceremony (Saturday 12 September, 7 pm, Sala Darsena…;FALSE;0;;2020-09-11 10:11:54;FALSE;;1304362022704996352;;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;Checco_01;17;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 10:10:51;FALSE;;1304361756979007488;;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;Checco_01;11;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 Tomorrow's live broadcast of the Awards Ceremony (Saturday 12 September, 7 pm, Sala Darsena…;FALSE;0;;2020-09-11 10:10:51;FALSE;;1304361756387618819;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;flacarla;17;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The screening schedule of #Venezia77 for today, FRIDAY SEPTEMBER 11TH.

Programme (public) <U+2192> https://t…;FALSE;0;;2020-09-11 10:10:43;FALSE;;1304361724473159681;;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;Checco_01;6;TRUE;FALSE;;
#BiennaleCinema2020 #Venezia77 Tomorrow's live broadcast of the Awards Ceremony (Saturday 12 September, 7 pm, Sala… https://t.co/QtShQCHe9l;FALSE;42;;2020-09-11 10:10:37;TRUE;;1304361697235349505;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;la_Biennale;17;FALSE;FALSE;;
RT @MIUMIUofficial: Breaking Ground: the next generation of women on screen.

#PennyMartin investigates the theme with #EmmaCorrin, #France…;FALSE;0;;2020-09-11 10:09:16;FALSE;;1304361358645895168;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;krsnaballarama;7;TRUE;FALSE;;
James Norton and Uberto Pasolini in deep conversation this morning. James is an extremely friendly and thoughtful c… https://t.co/d1CXt0rIQ0;FALSE;19;;2020-09-11 10:08:55;TRUE;;1304361270506852352;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;GregWetherall;4;FALSE;FALSE;;
RT @MIUMIUofficial: Fashioning Resistance: performance and representation now. 

#NathalieEmmanuel, #LynaKhoudri, and #KatherineWaterston m…;FALSE;0;;2020-09-11 10:07:34;FALSE;;1304360931934134273;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;krsnaballarama;16;TRUE;FALSE;;
RT @MIUMIUofficial: Room 287: director #VanessaKirby moments before her Conversation with #MonaFastvold at #VeniceFilmFestival.

#MiuMiuWom…;FALSE;0;;2020-09-11 10:06:17;FALSE;;1304360606607183873;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;krsnaballarama;5;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 10:02:09;FALSE;;1304359567812423682;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;f_a_hasanli;11;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 10:01:03;FALSE;;1304359292615745538;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;NeonHeartsClub;74;TRUE;FALSE;;
Very proud to publish the work of Italian film critic Tommaso Tocci on @Montages, this time he excels in a review o… https://t.co/ovIlaQ08Ye;FALSE;1;;2020-09-11 09:54:11;TRUE;;1304357561731289088;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;KarstenM;1;FALSE;FALSE;;
RT @TaxiDriversRoma: #Venezia77 Convince THE WORLD TO COME di #MonaFastvold, con #CaseyAffleck #KatherineWaterston e #VanessaKirby.
https:/…;FALSE;0;;2020-09-11 09:52:36;FALSE;;1304357166623739904;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;TaxiDriversRoma;2;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:52:29;FALSE;;1304357134130274304;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;ivansav_;74;TRUE;FALSE;;
RT @ATwistOfCate: Cate Blanchett presents the Golden Lion to Tilda Swinton #Venezia77 https://t.co/j7sn4yWQhl;FALSE;0;;2020-09-11 09:51:31;FALSE;;1304356892643389440;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;BlanchDaisyy;13;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 09:45:06;FALSE;;1304355275768561665;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;asimilyano;11;TRUE;FALSE;;
RT @robinmonotti: #Venezia77 opened &amp; closes under the artistic patronage of the greatest film maker of our times: #TerrenceMalick: exec pr…;FALSE;0;;2020-09-11 09:44:43;FALSE;;1304355180000022529;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;_hedaleksa;5;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:44:33;FALSE;;1304355138853888001;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;KwiwYss;74;TRUE;FALSE;;
Director Majid Majidi lodged stern criticisms of the #US #sanctions on #Iran during a press conference for his late… https://t.co/RrU3N6kZJh;FALSE;5;;2020-09-11 09:38:16;TRUE;;1304353556623962113;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;TehranTimes79;0;FALSE;FALSE;;
RT @drjonty: We’re coming to the end of #Venezia77 I have to say the organization has been fantastic. The measures taken were adhered to. T…;FALSE;0;;2020-09-11 09:36:53;FALSE;;1304353209633431557;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;timtrimingham;3;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:34:01;FALSE;;1304352487235674112;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Music_9945;74;TRUE;FALSE;;
RT @Screendaily: “The studios will be back” says Venice head Alberto Barbera #Venezia77 https://t.co/6OSZrSBcqb https://t.co/nVJWCQy3em;FALSE;0;;2020-09-11 09:29:58;FALSE;;1304351470884716544;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;templeheartfilm;2;TRUE;FALSE;;
RT @thebookofvision: Philosopher Felice Cimatti's review of Carlo S. Hintermann's The Book of Vision:

"We needed a film like this, after t…;FALSE;0;;2020-09-11 09:28:11;FALSE;;1304351020714164224;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;veragraziadei;5;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 09:21:59;FALSE;;1304349461523632130;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;abbasov_elsen;11;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 #OutOfCompetition Today's screening of #CrazyNotInsane by @alexgibneyfilm (2 pm, Sala Grand…;FALSE;0;;2020-09-11 09:20:51;FALSE;;1304349172871487488;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Targrod;3;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 #OutOfCompetition Today's screening of #CrazyNotInsane by @alexgibneyfilm (2 pm, Sala Grand…;FALSE;0;;2020-09-11 09:19:27;FALSE;;1304348820894031872;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;flacarla;3;TRUE;FALSE;;
#BiennaleCinema2020 #Venezia77 #OutOfCompetition Today's screening of #CrazyNotInsane by @alexgibneyfilm (2 pm, Sal… https://t.co/DWYnUOFm9h;FALSE;6;;2020-09-11 09:19:15;TRUE;;1304348772848340992;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;la_Biennale;3;FALSE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 09:19:15;FALSE;;1304348772806397952;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;flacarla;11;TRUE;FALSE;;
Interview: Tadhg O'Sullivan talks about To The Moon
#Venezia77 @giornate degli Autori
https://t.co/gnoSz4qoVt;FALSE;0;;2020-09-11 09:18:30;FALSE;;1304348582565179393;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;FabienLemercier;0;FALSE;FALSE;;
review: New Order by Michel Franco
#Venezia77 Competition
https://t.co/KYtHK53BfV;FALSE;0;;2020-09-11 09:17:18;FALSE;;1304348283029069825;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;FabienLemercier;0;FALSE;FALSE;;
RT @Cineuropa: We talked to Italian director Peter Marcias about his documentary NILDE IOTTI, IL TEMPO DELLE DONNE, dedicated to politician…;FALSE;0;;2020-09-11 09:17:01;FALSE;;1304348210572427265;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;ilMorabito;3;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:14:23;FALSE;;1304347545594863618;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;micpipo;74;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:12:31;FALSE;;1304347078244536320;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;danggeunz;74;TRUE;FALSE;;
RT @Screendaily: “The studios will be back” says Venice head Alberto Barbera #Venezia77 https://t.co/6OSZrSBcqb https://t.co/nVJWCQy3em;FALSE;0;;2020-09-11 09:07:53;FALSE;;1304345913435942913;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;SummerKevinSky;2;TRUE;FALSE;;
RT @raimovie: Alle 21.10 "Arrival"  di Denis Villeneuve con Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'Brien  #Ve…;FALSE;0;;2020-09-11 09:05:37;FALSE;;1304345341827977217;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;Valentinacine;4;TRUE;FALSE;;
#Venezia77 going to watch @nomadlandfilm <U+0001F440> 
Quite excited to be honest! https://t.co/SVVyOObF5o;FALSE;2;;2020-09-11 09:03:14;FALSE;;1304344739253231616;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;maggiearg94;0;FALSE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 09:01:10;FALSE;;1304344221458018305;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;beckyblanchetti;74;TRUE;FALSE;;
Alle 21.10 "Arrival"  di Denis Villeneuve con Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'… https://t.co/rM7eePeFFv;FALSE;16;;2020-09-11 09:00:35;TRUE;;1304344074598703104;;<a href="https://www.postpickr.com" rel="nofollow">PostPickr</a>;raimovie;4;FALSE;FALSE;;
The festival hot takes I missed #Venezia77 https://t.co/iOQM92csJU;FALSE;10;;2020-09-11 08:57:23;FALSE;;1304343269971767302;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;LeonardoGoi;0;FALSE;FALSE;;
RT @Tony_yangy: #movies #VeniceFilmFestival #Venezia77
Uberto Pasolini’s NOWHERE SPECIAL is such a sweet and heartbreaking movie.
In the pi…;FALSE;0;;2020-09-11 08:53:58;FALSE;;1304342407329263616;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Tongyan80001802;1;TRUE;FALSE;;
#movies #VeniceFilmFestival #Venezia77
Uberto Pasolini’s NOWHERE SPECIAL is such a sweet and heartbreaking movie.
I… https://t.co/VxcybukEU5;FALSE;4;;2020-09-11 08:53:28;TRUE;;1304342281235955713;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Tony_yangy;1;FALSE;FALSE;;
RT @jamesnortonweb: Aaaaaaa - 2! <U+0001F60D> Turn up the sound.

From Insta Story of Ludovico Brandoni

@jginorton #JamesNorton #NowhereSpecial #Vene…;FALSE;0;;2020-09-11 08:51:38;FALSE;;1304341819967369216;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;beta_cinema;2;TRUE;FALSE;;
RT @rachel_babbage: James Norton on the red carpet at #VeniceFilmFestival with his cute Nowhere Special co-star.....Be still my beating ova…;FALSE;0;;2020-09-11 08:51:12;FALSE;;1304341714098946049;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;beta_cinema;3;TRUE;FALSE;;
RT @jamesnortonweb: Daniel continues to insist he is a better actor<U+0001F4AA><U+0001F60E>

From Tommy Dylan Insta Story

@jginorton #NowhereSpecial #BiennaleCi…;FALSE;0;;2020-09-11 08:50:53;FALSE;;1304341633266311169;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;beta_cinema;4;TRUE;FALSE;;
RT @SundaysWithCate: We didn't know how starved we were for a "responsible" red carpet in 2020. Jose Solís @josesolismayen writes a wonderf…;FALSE;0;;2020-09-11 08:48:17;FALSE;;1304340978367561728;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;LannJoanna;16;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:48:11;FALSE;;1304340952257974272;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;LannJoanna;74;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:47:01;FALSE;;1304340659139084288;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;caskettCB;74;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:45:25;FALSE;;1304340255651164160;;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;Rmfhaltzkf;74;TRUE;FALSE;;
RT @armani: Face of #ArmaniBeauty Greta Ferro wore #GiorgioArmaniPrivé on the Venice Film Festival red carpet.

#ArmaniStars #Venezia77 @la…;FALSE;0;;2020-09-11 08:44:53;FALSE;;1304340123128074240;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;boginia4;14;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 08:42:36;FALSE;;1304339549108269056;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;siebrennt;11;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:42:33;FALSE;;1304339537850634245;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;flrmrchpy;74;TRUE;FALSE;;
Stars <U+0001F63A><U+0001F63A>

<U+0001F4F8> @la_Biennale  Instagram 

#JamesNorton @jginorton  #DanielLamont
 #BiennaleCinema2020… https://t.co/z6F1jT4W4J;FALSE;17;;2020-09-11 08:42:11;TRUE;;1304339443776655360;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;jamesnortonweb;1;FALSE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:40:41;FALSE;;1304339064556929024;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;itim15;74;TRUE;FALSE;;
today is the day #Venezia77 https://t.co/ZLPDMBEanu;FALSE;53;;2020-09-11 08:39:39;FALSE;;1304338804942274560;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;ziogregorin_;2;FALSE;FALSE;;
“The studios will be back” says Venice head Alberto Barbera #Venezia77 https://t.co/6OSZrSBcqb https://t.co/nVJWCQy3em;FALSE;9;;2020-09-11 08:39:33;FALSE;;1304338781835845632;;<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>;Screendaily;2;FALSE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:39:05;FALSE;;1304338664500142080;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;eulalie444;74;TRUE;FALSE;;
RT @Cineuropa: Read our report on the Venice Production Bridge panel “Opportunities and challenges in the Arthouse sector following the pan…;FALSE;0;;2020-09-11 08:38:10;FALSE;;1304338431766597632;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;CDespringre;1;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:37:43;FALSE;;1304338318008541189;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;MyIdol_Cate;74;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:37:15;FALSE;;1304338201243316225;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;pk_2415;74;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:37:09;FALSE;;1304338175121219584;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;CBlanchett_army;74;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 #Venezia77 @Naian_GN: “It was really interesting and challenging to play in #NuevoOrden. The tone with…;FALSE;0;;2020-09-11 08:36:00;FALSE;;1304337885949292544;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;Naian_GN;14;TRUE;FALSE;;
RT @Cat_Bauer: Birth of new stars at the Venice Film Festival: James Norton &amp; Daniel Lamont in “Nowhere Special” by Uberto Pasolini. Norton…;FALSE;0;;2020-09-11 08:32:56;FALSE;;1304337114855813121;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;jamesnortonweb;1;TRUE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:31:12;FALSE;;1304336681261121540;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;cyclist550;74;TRUE;FALSE;;
"Pray Away the Pinochet: Sepulveda Cruises Castro with Striking Adaptation."

My Tender Matador | 2020 Venice Film… https://t.co/rCVKjF1Tk9;FALSE;5;;2020-09-11 08:28:58;TRUE;;1304336117697859584;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;OnTheLido;1;FALSE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:26:22;FALSE;;1304335465387118592;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;CateMyQueen;74;TRUE;FALSE;;
Diego Boneta wins #Venezia77 https://t.co/7kDp46O1GC;FALSE;2;;2020-09-11 08:26:11;FALSE;;1304335417655939073;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;BohemiaStable;0;FALSE;FALSE;;
RT @blanchettheart: How not to love her? <U+0001F5A4>
Another gift from Greg Williams. #CateBlanchett #Venezia77 https://t.co/69zJvgMRk6;FALSE;0;;2020-09-11 08:25:29;FALSE;;1304335242195501057;;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Throwit19;74;TRUE;FALSE;;
Birth of new stars at the Venice Film Festival: James Norton &amp; Daniel Lamont in “Nowhere Special” by Uberto Pasolin… https://t.co/A08YdU90Fw;FALSE;14;;2020-09-11 08:23:07;TRUE;;1304334644154896384;;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;Cat_Bauer;1;FALSE;FALSE;;
RT @QueerLion: ...and we have a winner!
Queer Lion Award 2020 to "The World to Come" by Mona Fastvold.
CONGRATULATIONS! 
The trophy will be…;FALSE;0;;2020-09-11 08:22:32;FALSE;;1304334499124109312;;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;peixeeletrico;33;TRUE;FALSE;;
RT @la_Biennale: #BiennaleCinema2020 The press conferences of today, FRIDAY SEPTEMBER 11TH, at #Venezia77.

Live streaming <U+2192> https://t.co/5…;FALSE;0;;2020-09-11 08:22:08;FALSE;;1304334397915705344;;<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>;Conte_Official;11;TRUE;FALSE;;
